"ST_CASE","COUNTY","CITY","DAY","MONTH","YEAR","DAY_WEEK","HOUR","MINUTE","LATITUDE","LONGITUD","WEATHER","FATALS","DRUNK_DR"
130796,59,270,18,8,2015,3,20,25,33.94027222,-83.49576667,2,1,0
130797,121,4790,18,8,2015,3,11,51,33.98878056,-84.27374722,10,1,0
130799,319,5540,18,8,2015,3,19,24,32.77475833,-83.08257778,10,2,0
130800,121,280,19,8,2015,4,22,48,33.79386944,-84.39179444,8,1,0
130802,135,800,20,8,2015,5,6,44,34.06729444,-83.98682778,1,1,0
130804,97,3208,21,8,2015,6,19,47,33.74529722,-84.58948056,1,1,0
130805,121,4882,21,8,2015,6,17,51,33.91077778,-84.36945833,1,1,1
130807,23,1220,22,8,2015,7,17,59,32.31398611,-83.29914167,1,1,0
130808,131,850,22,8,2015,7,21,56,30.88254444,-84.19520556,1,1,0
130809,303,2600,22,8,2015,7,2,25,32.78549722,-82.74416667,10,1,0
130810,21,3390,23,8,2015,1,20,51,32.819025,-83.66272778,1,1,0
130811,121,4882,23,8,2015,1,6,41,33.88468611,-84.36511944,10,1,0
130813,171,400,23,8,2015,1,3,23,33.05244444,-84.12741389,1,1,0
130815,205,360,23,8,2015,1,0,36,31.38213611,-84.14929444,1,1,0
130816,51,2290,24,8,2015,2,10,45,32.09836667,-81.1411,1,2,0
130817,67,4490,24,8,2015,2,20,16,33.86750556,-84.69689167,1,1,0
130819,245,310,24,8,2015,2,19,12,33.4706,-82.10568889,1,1,0
130821,245,310,25,8,2015,3,8,47,33.47176389,-81.98833056,1,1,0
130822,247,1320,25,8,2015,3,8,2,33.64269722,-84.01146944,1,1,0
130823,45,5420,26,8,2015,4,6,28,33.71733056,-85.02275278,1,1,0
130829,99,2900,29,8,2015,7,18,49,31.08411111,-84.97996389,1,3,1
130830,121,1250,29,8,2015,7,11,54,33.61629722,-84.46486944,1,1,1
130831,143,690,29,8,2015,7,6,40,33.76836667,-85.19183889,1,1,0
130833,51,4910,30,8,2015,1,17,36,31.93628333,-81.05156389,2,1,0
130840,153,4340,1,9,2015,3,9,35,32.44571667,-83.75096111,1,1,0
130841,117,1440,2,9,2015,4,7,50,34.09883889,-84.24928333,1,1,0
130846,225,2220,3,9,2015,5,7,5,32.51416389,-83.888125,1,1,1
130850,135,5080,4,9,2015,6,21,15,33.87063333,-84.02735833,1,1,0
130853,251,4170,4,9,2015,6,10,20,32.52163333,-81.53285278,1,1,0
130854,63,1250,5,9,2015,7,23,23,33.62686389,-84.45123056,1,1,1
130856,285,3050,5,9,2015,7,19,10,33.02074167,-85.04535,1,1,0
130858,121,2060,6,9,2015,1,2,48,33.57216389,-84.56491944,1,1,1
130862,89,1815,7,9,2015,2,23,18,33.92000278,-84.29627222,1,1,1
130863,121,1250,7,9,2015,2,20,17,33.61607222,-84.47273611,1,1,0
130867,247,1320,7,9,2015,2,19,40,33.57141667,-84.10210833,1,1,1
130870,297,3230,8,9,2015,3,5,28,33.82353611,-83.87793889,1,1,0
130873,21,3390,10,9,2015,5,18,0,32.85594722,-83.58618333,2,1,0
130874,81,1340,10,9,2015,5,13,49,31.95699167,-83.78093889,1,1,0
130881,139,2285,11,9,2015,6,13,44,34.324075,-83.83466944,1,1,0
130884,51,4910,12,9,2015,7,17,23,32.009425,-81.11785278,10,2,0
130887,51,4450,13,9,2015,1,14,40,32.14089722,-81.24485,1,1,1
130899,89,280,15,9,2015,3,11,45,33.77369167,-84.33086944,1,1,0
130902,135,3158,15,9,2015,3,7,15,33.86816389,-84.09356944,1,1,0
130904,227,3432,15,9,2015,3,4,35,34.41581389,-84.31873333,1,1,0
130906,89,1060,16,9,2015,4,19,57,33.89568611,-84.30460556,1,1,0
130910,241,1170,17,9,2015,5,15,45,34.88917222,-83.52794444,1,1,0
130913,139,2285,18,9,2015,6,20,17,34.20279167,-83.827475,1,1,0
130915,175,1780,18,9,2015,6,11,59,32.53488333,-82.96966944,1,1,0
130916,121,1250,19,9,2015,7,0,30,33.61509444,-84.50030556,1,1,0
130917,123,2000,19,9,2015,7,18,6,34.64381389,-84.38955278,1,1,0
130918,217,1380,19,9,2015,7,22,9,33.57435833,-83.86196667,1,1,0
130919,255,2510,19,9,2015,7,20,53,33.2458,-84.26553056,1,1,0
130920,95,90,20,9,2015,1,5,35,31.57091111,-84.10557222,1,1,0
130922,135,3100,20,9,2015,1,21,10,33.93705556,-83.98021944,1,1,0
130923,245,310,20,9,2015,1,3,25,33.47259722,-81.97173611,1,1,1
130924,297,2950,20,9,2015,1,17,24,33.68522222,-83.77622778,1,1,0
130928,139,2285,22,9,2015,3,20,58,34.24597222,-83.80248333,10,1,1
130929,241,5500,22,9,2015,3,1,10,34.85492778,-83.47748611,10,1,0
130930,59,270,23,9,2015,4,20,7,33.95326111,-83.39501389,1,1,1
130933,59,270,24,9,2015,5,12,30,33.98888611,-83.42595833,10,2,1
130934,139,2160,24,9,2015,5,23,43,34.17774167,-83.91501667,2,1,0
130936,245,310,24,9,2015,5,15,33,33.35763333,-81.98754722,2,1,0
130937,71,3800,25,9,2015,6,21,5,31.11256111,-83.72247778,10,2,0
130938,139,1180,25,9,2015,6,7,49,34.39748056,-83.85845278,2,1,0
130939,213,1080,25,9,2015,6,0,4,34.78289167,-84.81461944,2,1,0
130947,121,1250,26,9,2015,7,11,28,33.65867222,-84.43220278,2,1,0
130948,245,310,26,9,2015,7,2,26,33.48693611,-82.00648889,1,1,0
130949,245,310,26,9,2015,7,21,16,33.31231389,-81.95378611,2,1,0
130950,277,5490,26,9,2015,7,22,31,31.45235278,-83.50173056,2,1,0
130952,113,4278,27,9,2015,1,1,1,33.44128056,-84.59119444,2,1,1
130960,241,1170,28,9,2015,2,11,9,34.89293333,-83.59574167,2,1,0
130965,295,4780,30,9,2015,4,15,55,34.96465833,-85.28178889,10,1,1
130971,313,1510,1,10,2015,5,14,27,34.79511944,-84.99651389,10,2,0
130977,121,280,4,10,2015,1,0,47,33.74473056,-84.398775,2,1,0
130979,1,440,5,10,2015,2,12,36,31.78119444,-82.34788889,10,1,0
130985,15,980,6,10,2015,3,1,29,34.23244444,-84.78244722,1,1,0
130986,15,980,6,10,2015,3,2,0,34.11710833,-84.81900556,10,1,0
130987,63,3780,6,10,2015,3,22,52,33.57694444,-84.34291111,1,1,0
130988,67,3440,6,10,2015,3,3,17,33.95186111,-84.57028056,10,1,0
130990,135,1810,7,10,2015,4,7,30,34.00243611,-84.14286667,1,1,1
130992,215,1280,7,10,2015,4,1,5,32.52152222,-84.989025,1,1,0
130994,87,370,8,10,2015,5,8,1,30.90826111,-84.57563333,1,1,0
130998,95,90,10,10,2015,7,11,8,31.58620278,-84.21929722,1,1,0
130999,107,5310,10,10,2015,7,2,10,32.604425,-82.34222222,10,1,1
131000,121,4790,10,10,2015,7,9,23,34.02190833,-84.32403889,10,1,0
131002,51,2290,11,10,2015,1,20,16,32.10298611,-81.14859167,1,1,0
131004,67,5070,11,10,2015,1,21,27,33.881225,-84.53348333,1,1,0
131010,121,280,12,10,2015,2,0,54,33.69336389,-84.40384167,1,1,0
131013,123,2000,14,10,2015,4,8,47,34.71618889,-84.45271667,1,1,0
131016,121,280,15,10,2015,5,3,4,33.78181389,-84.48496111,1,1,0
131017,121,280,15,10,2015,5,4,37,33.77818611,-84.39181944,1,1,1
131028,111,560,16,10,2015,6,11,28,34.889075,-84.22338611,1,1,0
131031,51,4910,19,10,2015,2,22,1,32.00381111,-81.090575,1,1,0
131037,127,760,20,10,2015,3,18,32,31.22670556,-81.52816389,1,1,0
131041,281,2690,21,10,2015,4,16,28,34.96261389,-83.74623889,1,1,0
131045,99,550,22,10,2015,5,13,10,31.42715833,-84.92476111,1,1,0
131046,137,1630,22,10,2015,5,22,41,34.57018333,-83.54107222,10,1,1
131047,135,3990,22,10,2015,5,20,23,33.89840833,-84.20805,1,1,0
131048,121,4790,23,10,2015,6,18,38,34.01196667,-84.36280278,1,1,1
131050,45,970,24,10,2015,7,17,18,33.56145556,-85.11524722,1,1,0
131051,121,280,24,10,2015,7,22,26,33.76507222,-84.52008333,1,1,0
131056,51,4910,25,10,2015,1,1,57,31.98898889,-81.29924167,1,1,0
131057,89,280,25,10,2015,1,2,57,33.73976111,-84.30039167,1,1,0
131058,121,280,25,10,2015,1,19,32,33.68317778,-84.35786667,1,1,1
131060,67,3440,26,10,2015,2,5,12,33.94338333,-84.53509167,2,1,0
131062,135,1810,26,10,2015,2,21,46,33.95407222,-84.09392778,2,1,0
131063,73,2515,27,10,2015,3,15,50,33.46111667,-82.19266667,2,1,0
131064,121,280,27,10,2015,3,21,45,33.759525,-84.50540556,2,1,0
131065,135,3230,27,10,2015,3,19,21,33.85903611,-83.94896111,2,1,0
131067,245,310,27,10,2015,3,19,21,33.48140556,-81.984225,10,1,0
131072,121,2060,29,10,2015,5,21,30,33.53891389,-84.57706944,1,1,0
131075,15,30,30,10,2015,6,15,36,34.37691667,-84.932675,1,1,0
131076,89,1750,30,10,2015,6,0,0,33.90262222,-84.27484167,1,1,1
131077,135,1470,30,10,2015,6,7,0,33.97370556,-83.89144167,1,2,0
131085,131,850,31,10,2015,7,10,36,30.87529722,-84.20143889,1,1,0
131091,51,4910,11,10,2015,1,19,12,32.07039722,-81.13531944,10,1,0
131092,69,1760,12,10,2015,2,14,52,31.48760556,-82.84649722,1,1,0
131095,51,4910,1,11,2015,1,0,45,32.08026667,-81.10338333,1,1,1
131096,89,1750,1,11,2015,1,21,15,33.90156111,-84.27196667,2,1,0
131098,59,270,2,11,2015,2,7,1,33.94479167,-83.51168333,2,1,0
131105,229,530,3,11,2015,3,17,40,31.259875,-82.29596111,2,1,0
131107,67,3440,4,11,2015,4,13,13,33.94165,-84.52848611,1,1,0
131111,121,280,4,11,2015,4,10,46,33.74861389,-84.38479167,10,1,0
131113,135,5080,5,11,2015,5,18,13,33.88205833,-84.03336944,10,1,1
131117,115,4760,7,11,2015,7,18,24,34.24906667,-85.17087778,2,1,1
131119,245,310,7,11,2015,7,15,55,33.428525,-82.056575,1,1,0
131121,95,90,8,11,2015,1,0,2,31.55523889,-83.99740556,2,1,0
131122,115,4760,8,11,2015,1,19,14,34.27018611,-85.21899444,2,1,0
131125,21,3390,9,11,2015,2,16,20,32.771425,-83.65933333,10,1,0
131126,121,280,9,11,2015,2,5,28,33.84523333,-84.39768889,2,1,0
131128,21,3390,10,11,2015,3,23,28,32.86583333,-83.78326944,1,1,1
131132,89,280,11,11,2015,4,1,33,33.75830278,-84.33135833,1,1,0
131133,135,5300,11,11,2015,4,12,34,34.05320556,-84.025475,1,1,1
131135,89,1815,12,11,2015,5,0,2,33.920325,-84.32668333,1,1,1
131137,63,1315,13,11,2015,6,19,58,33.64010556,-84.35501389,1,1,0
131144,157,5390,15,10,2015,5,17,25,34.20725,-83.69544722,1,1,0
131146,15,980,20,10,2015,3,15,1,34.21106944,-84.79688333,1,1,0
131149,245,310,14,11,2015,7,23,27,33.40701944,-82.09868611,1,1,0
131152,21,3390,17,11,2015,3,6,10,32.870675,-83.61301667,1,1,0
131154,135,1470,17,11,2015,3,14,58,33.98301111,-83.92613056,1,2,0
131155,291,540,17,11,2015,3,18,42,34.87294722,-83.964575,10,1,0
131157,23,1220,18,11,2015,4,16,15,32.42610556,-83.36404722,10,1,0
131158,39,3010,18,11,2015,4,22,20,30.775875,-81.74290278,1,1,0
131159,51,4910,18,11,2015,4,17,50,32.03748611,-81.10494722,2,1,0
131160,157,2920,18,11,2015,4,19,7,34.12311389,-83.60515556,2,2,0
131161,67,2990,19,11,2015,5,8,9,34.00516111,-84.62086944,1,1,0
131163,135,1810,19,11,2015,5,9,26,34.02029722,-84.16036111,1,1,0
131164,59,270,20,11,2015,6,17,56,33.95358889,-83.41038333,1,1,0
131165,121,280,20,11,2015,6,21,22,33.72177778,-84.39303611,1,1,0
131166,135,3990,20,11,2015,6,19,24,33.96791389,-84.19554444,1,1,0
131170,137,1360,22,11,2015,1,13,8,34.51719167,-83.55012222,1,1,1
131172,225,2220,22,11,2015,1,0,6,32.59458611,-83.81635833,1,1,0
131175,121,280,23,11,2015,2,11,26,33.78608056,-84.49133611,1,1,0
131177,49,4835,24,11,2015,3,5,9,30.36792778,-82.14010556,1,1,0
131181,5,110,26,11,2015,5,14,39,31.58360278,-82.51398889,1,2,0
131183,89,1750,26,11,2015,5,12,0,33.90213056,-84.27240556,1,1,0
131185,215,1280,27,11,2015,6,22,0,32.53527222,-84.87580833,1,1,1
131190,139,2285,28,11,2015,7,18,57,34.27468889,-83.78160278,10,1,0
131195,139,4100,20,10,2015,3,14,35,34.21006389,-83.91284722,1,1,0
131196,223,2740,1,11,2015,1,14,35,33.90915,-84.77865833,2,1,0
131197,63,3260,2,11,2015,2,6,46,33.448625,-84.32495556,2,1,0
131198,67,3440,1,12,2015,3,23,13,33.93119167,-84.49731667,2,1,1
131203,233,1010,2,12,2015,4,7,24,34.05035833,-85.23436111,2,1,0
131205,51,4910,3,12,2015,5,17,50,32.00114167,-81.10874444,1,1,0
131208,9,3620,4,12,2015,6,14,12,33.11375556,-83.25936389,1,1,0
131211,227,2910,4,12,2015,6,9,7,34.40681944,-84.42239722,1,1,0
131212,15,2010,5,12,2015,7,21,6,34.14193889,-84.74829167,1,1,0
131214,59,270,5,12,2015,7,11,19,33.93705278,-83.36571944,1,1,0
131215,89,1060,5,12,2015,7,6,30,33.88238056,-84.27933611,10,1,0
131216,99,550,5,12,2015,7,9,2,31.37754444,-84.9289,1,1,0
131217,121,280,5,12,2015,7,1,3,33.73823889,-84.41285278,1,1,0
131218,121,1250,5,12,2015,7,23,25,33.61630278,-84.46842778,1,1,1
131219,139,2285,5,12,2015,7,9,31,34.30248333,-83.82598056,1,1,0
131221,21,3390,6,12,2015,1,16,42,32.78618611,-83.67656389,1,1,0
131222,21,3390,6,12,2015,1,19,35,32.814075,-83.65601944,1,1,0
131223,51,4910,6,12,2015,1,2,41,32.03557778,-81.00964444,1,1,0
131236,121,1250,11,12,2015,6,11,39,33.58873889,-84.469,10,1,0
131237,135,3158,11,12,2015,6,22,43,33.88520278,-84.15952778,1,1,0
131250,121,280,13,12,2015,1,22,33,33.76061944,-84.38046111,1,1,0
131251,179,5772,13,12,2015,1,1,12,31.777,-81.63026944,1,1,1
131253,245,310,13,12,2015,1,16,51,33.3961,-82.04545,1,1,0
131254,247,1320,13,12,2015,1,5,30,33.64628056,-83.99395,1,1,0
131261,153,5790,20,12,2015,1,4,25,32.58041389,-83.70981389,1,1,1
131264,151,2560,1,11,2015,1,15,35,33.38940833,-84.30779167,2,1,0
131266,135,3990,14,11,2015,7,19,54,33.93640278,-84.1851,1,1,0
131268,135,800,16,12,2015,4,23,5,34.07291389,-84.06474167,2,1,0
131269,139,4100,16,12,2015,4,5,41,34.21555833,-83.88091667,1,1,0
131273,15,980,18,12,2015,6,5,55,34.10433889,-84.85021667,1,1,0
131278,107,5250,19,12,2015,7,22,35,32.76278611,-82.30605833,1,1,1
131279,163,3250,19,12,2015,7,18,0,32.97881944,-82.44941667,1,1,0
131281,215,1280,19,12,2015,7,20,25,32.56398333,-84.93662222,1,1,0
131284,245,310,19,12,2015,7,19,29,33.317275,-82.16330278,1,1,0
131286,215,1280,20,12,2015,1,19,45,32.47564444,-84.89625833,10,1,1
131287,261,170,20,12,2015,1,14,9,32.05561389,-84.20238611,1,1,1
131290,139,2285,21,12,2015,2,17,11,34.22203611,-83.71149722,10,1,1
131293,115,4760,22,12,2015,3,1,10,34.26317222,-85.15808056,2,1,0
131294,139,2285,22,12,2015,3,19,21,34.21325278,-83.83631111,2,1,0
131298,313,1510,22,12,2015,3,20,8,34.76110556,-84.93674722,2,1,0
131302,225,2220,23,12,2015,4,12,5,32.55495,-83.82786944,2,2,0
131305,97,1770,24,12,2015,5,12,19,33.73976944,-84.72739444,2,2,0
131307,121,280,25,12,2015,6,0,5,33.68063333,-84.38029444,2,1,0
131308,133,6050,25,12,2015,6,21,32,33.67243889,-83.106575,10,1,0
131309,215,1280,25,12,2015,6,18,45,32.48830278,-84.89017778,10,1,1
131311,225,830,25,12,2015,6,21,35,32.67296111,-83.74426111,1,1,1
131313,51,4910,26,12,2015,7,20,55,31.99065556,-81.20923611,1,1,0
131315,45,5730,27,12,2015,1,0,55,33.67675833,-85.00006389,1,1,0
131318,121,5640,27,12,2015,1,2,36,33.61850556,-84.55833889,10,1,0
131320,121,4790,28,12,2015,2,6,42,34.03251111,-84.36373333,10,1,0
131321,157,2810,28,12,2015,2,21,37,34.12001667,-83.71901944,2,1,0
131328,69,168,31,12,2015,5,15,0,31.52012778,-82.96326944,10,1,1
131331,21,3390,19,4,2015,1,13,32,32.93088056,-83.73631667,2,1,0
131332,215,1280,7,5,2015,5,14,40,32.46024722,-84.918875,1,1,0
131333,127,760,20,10,2015,3,9,7,31.15546111,-81.49342778,1,1,0
150001,3,2760,2,1,2015,6,13,5,21.55021111,-157.84742778,10,1,0
150002,3,2400,2,1,2015,6,19,50,21.32423056,-157.88212778,2,1,0
150003,7,3800,3,1,2015,7,21,33,21.92791111,-159.63402778,10,1,0
150004,3,2400,3,1,2015,7,18,33,21.29847222,-157.83750278,1,1,0
150005,3,2400,6,1,2015,3,10,35,21.36721667,-158.0843,1,1,0
150006,3,100,7,1,2015,4,4,0,21.38491944,-157.89863333,1,1,0
150007,3,3627,10,1,2015,7,3,56,21.34197778,-158.07281111,1,1,0
150008,3,2400,13,1,2015,3,8,30,21.30722222,-157.84916667,1,1,0
150009,1,7600,14,1,2015,4,21,23,19.32303889,-155.40386944,1,1,0
150010,3,8900,17,1,2015,7,0,55,21.49881667,-158.05148889,10,1,1
150011,3,2400,19,1,2015,2,20,10,21.36546389,-157.92906389,1,1,0
150012,3,3627,27,1,2015,3,21,20,21.34559444,-158.12470556,1,1,0
150013,3,2400,1,2,2015,1,20,20,21.32269722,-157.85021667,1,1,0
150014,3,2400,5,2,2015,5,19,9,21.45962778,-158.00751111,1,1,0
150015,1,3002,14,2,2015,7,5,17,19.68967778,-156.02249167,1,3,1
150016,1,9260,1,3,2015,1,6,25,19.88100833,-155.72770278,1,1,0
150017,9,8500,9,3,2015,2,19,28,20.84698056,-156.34885,1,1,0
150018,3,5700,18,3,2015,4,1,47,21.656,-157.93065278,1,1,0
150019,3,3500,27,3,2015,6,9,53,21.47924167,-157.84445833,1,1,0
150020,9,2900,27,3,2015,6,12,32,20.8861,-156.45726389,1,1,1
150021,3,8900,5,4,2015,1,13,20,21.49799444,-158.02473889,1,1,0
150022,3,2400,9,4,2015,5,8,44,21.29457222,-157.82936944,1,1,0
150023,3,9400,15,4,2015,4,10,55,21.34130833,-157.71554167,1,1,0
150024,1,3002,29,3,2015,1,14,58,19.67132778,-156.01526667,1,1,0
150025,3,3627,1,5,2015,6,5,6,21.33636111,-158.06295,10,1,0
150026,9,2900,6,5,2015,4,16,10,20.88114722,-156.44465278,1,1,0
150027,9,9300,10,5,2015,1,1,47,20.89538889,-156.50385833,2,1,1
150028,3,8200,12,4,2015,1,14,30,21.38929444,-157.94278611,1,1,0
150030,1,3002,7,4,2015,3,17,24,19.69265,-156.01711944,1,1,0
150031,1,3002,9,5,2015,7,19,32,19.70739722,-156.03304444,1,2,0
150032,1,3002,26,5,2015,3,10,4,19.63047778,-155.97590556,1,1,0
150033,3,3500,24,5,2015,1,14,15,21.40293333,-157.81640833,10,1,0
150034,3,9200,31,5,2015,1,5,0,21.48329444,-158.22863611,1,1,1
150035,3,8200,6,6,2015,7,0,50,21.39081944,-157.97200278,1,1,0
150036,3,2400,14,5,2015,5,15,48,21.31254722,-157.83615278,1,1,1
150037,3,9200,7,6,2015,1,0,36,21.35505,-158.12970556,1,1,1
150038,3,501,9,6,2015,3,0,39,21.34738889,-158.03275556,1,1,0
150039,3,2400,17,6,2015,4,1,35,21.27839722,-157.78408611,1,1,1
150040,3,2400,17,6,2015,4,7,50,21.30222778,-157.85074722,10,1,0
150041,9,2900,20,6,2015,7,7,19,20.87890278,-156.48417222,1,1,0
150042,1,3002,1,6,2015,2,22,56,19.83805278,-155.77796389,1,1,0
150043,9,4800,20,6,2015,7,21,33,20.81430556,-156.46799444,1,3,2
150044,9,5350,2,7,2015,5,12,24,20.77118333,-156.30370278,1,1,0
150045,9,2900,6,7,2015,2,20,49,20.88135278,-156.44499722,1,2,1
150046,3,6625,6,7,2015,2,18,20,21.43980278,-158.02089722,1,1,1
150047,3,2400,19,6,2015,6,5,45,21.27630833,-157.76260556,1,1,0
150048,9,2765,21,7,2015,3,7,56,20.9275,-156.680825,1,1,0
150049,3,2400,14,7,2015,3,13,49,21.29393889,-157.82754444,1,1,0
150050,3,8900,24,7,2015,6,5,26,21.50900833,-158.05723333,1,1,0
150051,9,2900,3,8,2015,2,22,23,20.89223889,-156.47553056,1,1,0
150052,1,8850,16,6,2015,3,20,30,19.44024722,-155.21665556,2,1,1
150053,1,7900,19,6,2015,6,9,44,19.9608,-155.19909444,1,1,0
150054,1,3000,3,8,2015,2,0,41,19.72549722,-156.02476944,1,1,0
150055,1,1900,15,8,2015,7,4,0,19.81736389,-155.10490556,10,1,1
150056,3,2400,12,8,2015,4,21,40,21.3233,-157.86213056,1,1,1
150057,3,8200,16,8,2015,1,1,45,21.39901667,-157.98442778,1,1,1
150058,3,1600,2,9,2015,4,18,50,21.61344167,-157.91236944,5,1,0
150059,3,8900,4,9,2015,6,12,20,21.49778056,-158.05122778,2,1,0
150060,9,2900,13,9,2015,1,20,21,20.88978056,-156.47133056,1,1,1
150061,9,5600,17,9,2015,5,22,21,20.86623611,-156.67065278,1,1,1
150062,9,2900,19,9,2015,7,19,15,20.88659167,-156.45440278,1,1,0
150063,3,9200,22,9,2015,3,8,20,21.39161944,-158.15637222,1,1,0
150064,3,2400,3,9,2015,5,5,5,21.32410556,-157.86390833,1,1,0
150065,3,3627,23,9,2015,4,14,5,21.33559167,-158.05442778,5,1,0
150066,1,3400,3,10,2015,7,19,43,19.97046944,-155.67863889,2,1,0
150068,1,3002,21,9,2015,2,19,40,19.67351944,-155.98866944,1,1,0
150069,9,5600,17,10,2015,7,2,18,20.88405,-156.67579444,1,1,1
150070,3,3627,29,9,2015,3,5,38,21.35916389,-158.05858056,1,1,0
150071,3,2400,30,9,2015,4,22,3,21.31493333,-157.86731111,2,1,0
150072,3,1000,3,10,2015,7,2,5,21.618425,-158.08545556,1,1,0
150073,3,2400,23,10,2015,6,1,30,21.33441111,-157.89656944,1,1,0
150074,9,9995,2,11,2015,2,22,8,21.01231111,-156.63973611,1,1,1
150075,1,300,7,11,2015,7,10,47,19.27305,-155.87579167,10,1,1
150076,9,2900,3,11,2015,3,5,58,20.87452222,-156.46761944,1,1,0
150077,3,2400,4,11,2015,4,14,40,21.27877222,-157.74946944,1,1,0
150078,3,2400,5,11,2015,5,6,3,21.30870556,-157.85499444,2,1,0
150079,3,2400,29,11,2015,1,18,15,21.31353611,-157.86509167,1,1,0
150080,3,1000,4,12,2015,6,22,45,21.57608056,-158.11186667,1,1,0
150081,3,8900,6,12,2015,1,18,11,21.43045278,-158.05623333,1,1,1
150082,9,9300,4,12,2015,6,1,51,20.90058611,-156.48822778,1,2,1
150083,3,2400,17,12,2015,5,19,1,21.33612778,-157.91010278,10,1,0
150084,3,9200,27,12,2015,1,0,13,21.45115556,-158.17993056,1,1,1
150085,7,5100,7,8,2015,6,17,45,21.950125,-159.46589722,1,1,0
150086,7,4700,29,10,2015,5,17,30,21.98687222,-159.74570556,1,1,1
150087,1,4150,29,12,2015,3,13,46,19.59771111,-155.02048333,1,2,0
160001,83,1830,9,1,2015,6,22,23,42.49653056,-114.57473056,5,1,0
160002,1,1070,18,1,2015,1,11,39,43.61955833,-116.37747222,2,1,0
160003,11,1650,18,1,2015,1,6,47,43.40792222,-112.16378889,10,1,1
160004,75,1230,19,1,2015,2,6,28,43.85438333,-116.76789167,5,1,0
160005,27,1080,23,1,2015,6,22,34,43.71555,-116.65284444,10,1,1
160006,11,130,26,1,2015,2,12,18,43.191225,-112.534175,1,1,0
160007,31,1025,1,2,2015,1,21,15,42.20214722,-113.56456111,2,1,1
160008,1,160,5,2,2015,5,21,59,43.59653611,-116.27579722,10,1,1
160009,53,700,2,2,2015,2,22,54,42.57783333,-113.98973333,10,1,1
160010,37,240,5,2,2015,5,23,31,44.50217222,-114.26728889,1,1,0
160011,15,760,14,2,2015,7,12,55,43.62121111,-115.82226944,1,2,1
160012,19,790,15,2,2015,1,0,24,43.56025833,-112.03884722,10,1,1
160013,39,1150,17,2,2015,3,6,52,43.24209444,-115.95708611,1,1,0
160014,27,1200,21,2,2015,7,19,48,43.61962222,-116.53933056,1,1,0
160015,1,160,28,2,2015,7,2,33,43.56861111,-116.207675,1,1,1
160016,83,1830,1,3,2015,1,0,29,42.54961667,-114.51554722,1,1,1
160017,53,830,1,3,2015,1,3,26,42.63595556,-114.44824167,1,1,1
160018,17,1490,6,3,2015,6,19,16,48.22825833,-116.90343611,1,1,1
160019,55,300,8,3,2015,1,4,12,47.56101944,-116.91124444,1,1,1
160020,75,1230,8,3,2015,1,7,5,43.95316389,-116.81232222,1,2,1
160021,29,100,10,3,2015,3,18,23,42.68845833,-111.75974722,1,1,0
160022,39,1150,12,3,2015,5,21,17,43.28800833,-115.83685556,1,1,1
160023,29,620,14,3,2015,7,11,43,42.54718889,-111.70088889,10,1,0
160024,39,1155,17,3,2015,3,13,25,43.02658333,-116.08343611,10,1,0
160025,47,1890,18,3,2015,4,1,43,42.74342778,-114.62311389,1,2,0
160026,1,160,20,3,2015,6,13,55,43.61947222,-116.30521944,1,1,1
160027,73,740,28,3,2015,7,15,28,43.6176,-116.95705,1,1,1
160028,27,210,28,3,2015,7,21,54,43.618725,-116.69289167,1,2,1
160029,1,435,31,3,2015,3,12,2,43.66296667,-116.354575,1,1,0
160030,1,570,31,3,2015,3,16,14,43.63067778,-116.25419444,10,1,0
160031,55,680,11,4,2015,7,15,0,47.74529167,-117.00206667,10,1,0
160032,27,1340,14,4,2015,3,9,49,43.75272778,-116.91172222,10,1,0
160033,55,1460,16,4,2015,5,16,45,47.71335833,-116.95618611,1,1,0
160034,37,240,15,4,2015,4,20,46,44.46055,-114.16816944,1,1,0
160035,17,1640,19,4,2015,1,11,0,47.94571944,-116.49374444,1,2,0
160036,53,830,19,4,2015,1,12,31,42.67360278,-114.58849444,1,1,0
160037,69,930,19,4,2015,1,17,45,46.44353889,-116.84461389,1,1,1
160038,69,960,21,4,2015,3,0,45,46.40306944,-117.00796944,1,1,1
160039,27,1200,22,4,2015,4,12,25,43.64352222,-116.64647778,1,1,0
160040,11,1650,1,5,2015,6,11,53,43.36694444,-112.13204722,1,1,1
160041,83,890,2,5,2015,7,8,55,42.53846111,-114.36476111,1,1,0
160042,77,40,3,5,2015,1,10,30,42.79005278,-112.83270833,1,1,1
160043,11,91,3,5,2015,1,19,52,43.44510278,-112.78188889,10,1,1
160044,39,1150,8,5,2015,6,18,35,43.16745556,-115.71892778,1,2,0
160045,31,200,12,5,2015,3,6,58,42.46009444,-113.80310278,1,1,0
160046,3,1220,16,5,2015,7,8,29,44.98979722,-116.33486389,10,1,0
160047,65,1760,8,5,2015,6,14,57,43.89466389,-111.73731944,10,1,0
160048,57,840,19,5,2015,3,5,10,46.592125,-116.68566944,1,1,0
160049,9,1620,26,5,2015,3,5,32,47.15163889,-116.50050278,10,1,0
160050,11,130,29,5,2015,6,1,57,43.18005278,-112.35626389,1,1,0
160051,5,1430,29,5,2015,6,10,11,42.894775,-112.48227778,1,1,0
160052,11,10,29,5,2015,6,16,20,42.90755556,-112.850125,1,1,0
160053,53,830,30,5,2015,7,8,50,42.67575833,-114.50549722,1,1,0
160054,29,100,31,5,2015,1,8,49,42.64169444,-111.90733611,1,1,0
