"ST_CASE","COUNTY","CITY","DAY","MONTH","YEAR","DAY_WEEK","HOUR","MINUTE","LATITUDE","LONGITUD","WEATHER","FATALS","DRUNK_DR"
10005,45,2050,7,1,2015,4,7,9,31.31933056,-85.5151,1,1,0
10007,89,1730,8,1,2015,5,18,33,34.77304444,-86.52766389,1,1,0
10008,73,350,3,1,2015,7,21,30,33.46248889,-86.87090556,2,1,0
10009,117,47,13,1,2015,3,8,0,33.2361,-86.81392222,10,1,0
10012,95,1500,9,1,2015,6,6,35,34.36911667,-86.28887778,1,1,0
10016,81,2340,13,1,2015,3,17,20,32.61823889,-85.37138333,10,1,0
10020,121,2910,15,1,2015,5,17,10,33.46581111,-86.04999167,2,1,0
10026,73,2052,13,1,2015,3,13,33,33.46460556,-86.941675,10,1,0
10027,3,2890,17,1,2015,7,14,42,30.47271111,-87.66633056,1,1,0
10028,1,2540,10,1,2015,7,0,31,32.43066389,-86.51791667,1,1,1
10033,123,60,23,1,2015,6,21,22,32.87644722,-85.87761667,2,2,1
10034,3,860,15,1,2015,5,14,27,30.65515556,-87.90710278,10,1,1
10035,73,20,28,1,2015,4,9,25,33.58196667,-86.92233333,1,1,0
10038,97,2100,27,1,2015,3,16,50,30.612125,-88.07764444,1,1,0
10040,73,350,20,1,2015,3,15,57,33.43090833,-86.71233333,1,1,0
10044,73,1716,31,1,2015,7,3,10,33.39817778,-86.77766944,1,1,0
10045,97,2100,31,1,2015,7,8,19,30.62482222,-88.12466111,1,1,0
10046,17,1830,8,2,2015,1,2,15,32.84681944,-85.18687778,1,1,0
10047,97,2100,22,1,2015,5,0,7,30.66823611,-88.05437222,1,1,1
10049,73,350,29,1,2015,5,1,15,33.529925,-86.88088611,1,1,0
10051,109,3040,1,2,2015,1,14,38,31.82342222,-85.96047222,2,1,0
10057,49,2564,4,2,2015,4,17,52,34.45239167,-85.78168333,1,1,0
10058,13,1460,8,2,2015,1,14,40,31.82686111,-86.6481,1,1,0
10060,49,2564,10,2,2015,3,17,39,34.52244722,-85.82724444,10,1,0
10063,45,845,1,2,2015,1,3,55,31.28759444,-85.70040556,1,1,1
10064,97,2100,4,2,2015,4,0,19,30.70100278,-88.12357222,1,1,0
10065,3,2650,31,1,2015,7,10,47,30.45154444,-87.680225,1,1,0
10066,101,2130,8,2,2015,1,1,41,32.32658333,-86.29738611,10,1,1
10067,81,200,11,2,2015,4,11,41,32.61580556,-85.50796111,1,1,0
10069,97,2100,15,2,2015,1,21,8,30.68153889,-88.06909444,1,1,1
10071,95,50,20,2,2015,6,22,30,34.2806,-86.19588056,3,1,0
10072,73,350,22,2,2015,1,19,0,33.44571389,-86.73578611,1,1,0
10073,73,350,20,2,2015,6,23,0,33.53994444,-86.87020833,1,1,0
10074,73,1710,16,2,2015,2,5,17,33.45167778,-86.8184,1,1,0
10077,81,2340,23,2,2015,2,18,43,32.679275,-85.37018056,10,1,0
10078,125,3050,24,2,2015,3,15,52,33.2262,-87.53260833,10,1,0
10082,3,1210,24,2,2015,3,21,14,30.43372222,-87.6492,1,1,0
10084,125,2260,1,3,2015,1,10,25,33.234175,-87.63861667,1,1,1
10086,89,1730,1,3,2015,1,17,58,34.77878611,-86.65703889,2,1,1
10089,97,2550,3,3,2015,3,18,56,30.74889167,-88.13165833,1,1,1
10090,73,350,5,3,2015,5,18,25,33.49488056,-86.86086944,10,1,0
10091,97,2550,3,3,2015,3,10,52,30.73507222,-88.08218056,1,1,0
10092,81,2340,8,3,2015,1,19,10,32.61657222,-85.37138889,1,1,0
10095,101,2130,2,3,2015,2,8,7,32.28422222,-86.34324444,5,3,0
10097,115,160,18,2,2015,4,7,48,33.8332,-86.261,10,2,0
10098,69,930,28,2,2015,7,19,57,31.25823611,-85.43218611,10,1,0
10102,101,2130,14,3,2015,7,3,38,32.35867222,-86.24773611,2,1,1
10104,3,2650,5,3,2015,5,15,3,30.56744167,-87.66604722,10,2,0
10108,15,2325,13,3,2015,6,19,21,33.76190556,-86.04343056,2,1,0
10114,3,860,1,4,2015,4,22,49,30.66108056,-87.87046944,1,1,1
10118,103,890,8,3,2015,1,4,34,34.56162222,-86.97040556,1,1,1
10120,115,160,3,3,2015,3,13,27,33.84600556,-86.27015,10,1,0
10121,51,3270,8,3,2015,1,14,15,32.54603889,-86.18844444,1,1,0
10124,89,1970,16,3,2015,2,10,4,34.67851667,-86.74731667,1,1,0
10128,63,1213,20,3,2015,6,21,45,32.65625,-87.87543889,1,1,0
10129,49,2564,24,3,2015,3,7,15,34.49746111,-85.85248056,1,1,0
10130,97,2100,24,3,2015,3,8,20,30.69029167,-88.02360278,10,1,0
10132,89,1970,26,3,2015,5,4,36,34.72875556,-86.75015278,1,1,0
10137,73,350,30,3,2015,2,19,15,33.47045,-86.87328889,1,1,0
10138,55,2822,3,4,2015,6,19,50,33.90453611,-86.02566667,1,1,0
10139,43,830,3,4,2015,6,11,29,34.21063056,-86.88754444,10,1,0
10143,101,2130,23,3,2015,2,0,38,32.32344444,-86.23832778,1,1,2
10144,101,2130,24,3,2015,3,19,48,32.36861667,-86.35498056,1,1,1
10145,55,1280,24,3,2015,3,20,0,33.996975,-86.09063611,1,1,0
10146,49,2564,28,3,2015,7,20,4,34.47056667,-85.78625,1,1,1
10153,51,3270,6,4,2015,2,17,25,32.47788056,-86.19813611,2,1,0
10155,73,350,30,3,2015,2,20,50,33.61813611,-86.685,1,1,0
10156,97,2716,17,4,2015,6,13,42,30.87624722,-88.04591944,1,1,0
10157,101,2130,27,3,2015,6,5,20,32.36128333,-86.32179722,1,1,0
10159,127,2400,12,2,2015,5,11,42,33.76413611,-87.27437778,1,1,0
10160,73,330,14,3,2015,7,22,9,33.408075,-86.93732778,1,1,0
10161,109,3040,30,3,2015,2,15,27,31.83838056,-85.99281389,1,1,0
10162,113,2440,2,4,2015,5,6,5,32.49611111,-85.01460278,1,1,0
10163,101,2130,4,4,2015,7,5,50,32.32692222,-86.28206944,10,1,0
10166,81,200,10,4,2015,6,3,15,32.61595,-85.49899167,10,1,1
10167,125,718,11,4,2015,7,23,45,33.17655278,-87.30551667,10,1,1
10168,51,2940,12,4,2015,1,0,51,32.56443611,-85.93123889,1,1,1
10176,19,1852,16,4,2015,5,7,20,34.18084444,-85.76155278,10,1,0
10177,5,720,16,4,2015,5,20,5,31.70562778,-85.59275278,2,1,0
10178,73,330,18,4,2015,7,21,49,33.38305,-86.94081111,2,1,0
10179,95,50,18,4,2015,7,10,22,34.27261667,-86.19847778,10,1,0
10183,47,2760,17,4,2015,6,20,15,32.43308333,-87.04990278,10,1,0
10185,73,330,22,4,2015,4,14,38,33.39529167,-86.95479167,1,1,0
10188,73,3080,25,4,2015,7,12,50,33.60119722,-86.57146667,1,1,1
10192,101,2130,28,4,2015,3,8,11,32.36698056,-86.14332222,1,1,0
10194,3,1011,17,4,2015,6,18,39,30.36303056,-87.59561389,1,1,1
10195,73,350,22,4,2015,4,9,36,33.528825,-86.74684444,1,2,1
10197,125,3050,25,4,2015,7,20,38,33.17261667,-87.477725,10,1,1
10201,95,400,30,4,2015,5,23,0,34.21392778,-86.13927222,1,1,0
10205,73,1716,5,5,2015,3,0,17,33.407825,-86.76304444,1,1,1
10206,101,2130,2,4,2015,5,19,32,32.32687222,-86.273175,1,1,0
10207,17,3111,16,4,2015,5,20,6,32.81164167,-85.17035,2,1,0
10208,125,3050,20,4,2015,2,23,0,33.19108333,-87.46343333,10,1,0
10209,77,1200,23,4,2015,5,13,9,34.83666111,-87.65181667,1,1,0
10210,17,3111,25,4,2015,7,19,0,32.81228611,-85.17083056,10,1,0
10214,55,1370,30,4,2015,5,20,35,33.91519167,-85.91348056,1,1,1
10215,73,350,2,5,2015,7,22,30,33.51839722,-86.850275,1,1,0
10216,97,2550,3,5,2015,1,17,43,30.771375,-88.17473889,1,1,0
10217,125,3050,4,5,2015,2,0,50,33.23294722,-87.41972778,1,1,1
10218,87,3070,4,5,2015,2,11,0,32.45510833,-85.68898889,1,1,0
10223,3,1210,1,5,2015,6,21,7,30.40665,-87.70856944,1,1,1
10224,33,2190,4,5,2015,2,21,6,34.72234167,-87.63496667,1,1,0
10225,101,2130,2,4,2015,5,22,23,32.33015,-86.23213056,1,1,1
10227,125,3050,8,5,2015,6,11,15,33.18373889,-87.44763333,1,1,0
10229,15,100,4,5,2015,2,6,59,33.61511389,-85.76906944,1,1,0
10230,21,700,24,5,2015,1,9,25,32.88801944,-86.62379722,1,1,0
10231,17,3111,23,5,2015,7,20,0,32.80710833,-85.22606389,1,1,0
10232,101,2130,11,5,2015,2,20,49,32.36118056,-86.18275556,1,1,0
10235,101,2130,8,5,2015,6,19,33,32.36733056,-86.32124722,1,1,0
10242,113,2440,10,5,2015,1,0,10,32.44434444,-85.03772222,1,1,1
10246,131,2490,14,5,2015,5,21,58,31.97318333,-87.58413889,10,1,0
10247,97,2550,15,5,2015,6,21,31,30.74800833,-88.11728333,2,1,0
10251,19,1852,18,5,2015,2,15,18,34.17649167,-85.78791667,1,1,0
10252,15,2370,20,5,2015,4,5,57,33.60283333,-85.98659167,1,1,0
10253,55,2822,20,5,2015,4,6,3,33.84518056,-86.050325,1,1,1
10256,97,2100,20,5,2015,4,20,41,30.64512778,-88.10200278,1,1,0
10258,117,530,21,5,2015,5,14,0,33.16313333,-86.75501944,10,1,0
10259,59,3130,22,5,2015,6,16,55,34.368425,-88.04374167,1,1,0
10264,113,2440,20,5,2015,4,22,7,32.46113056,-85.01983611,1,1,0
10265,15,2370,27,5,2015,4,5,25,33.60566667,-85.84304444,10,1,0
10266,97,690,26,5,2015,3,14,15,31.03937778,-88.23173889,1,1,0
10267,73,350,25,5,2015,2,15,5,33.4932,-86.91936389,10,1,0
10268,3,1493,27,5,2015,4,9,0,30.26576667,-87.64966944,10,1,0
10270,89,1730,29,5,2015,6,20,17,34.77149167,-86.65099167,10,1,1
10271,9,2811,29,5,2015,6,22,16,34.10728056,-86.376,1,1,0
10272,73,350,31,5,2015,1,18,48,33.57411667,-86.71670833,10,1,1
10278,89,1730,4,6,2015,5,3,29,34.72722222,-86.60376944,10,1,0
10280,97,2716,15,6,2015,2,21,52,30.84921944,-88.07545833,1,1,1
10282,3,1210,28,4,2015,3,20,10,30.39219722,-87.6757,10,1,0
10286,115,2410,30,5,2015,7,14,36,33.59051667,-86.24565556,1,1,0
10287,67,10,1,6,2015,2,7,10,31.57391111,-85.25958889,5,1,0
10289,103,1130,2,6,2015,3,21,10,34.37938889,-86.89854167,1,1,0
10292,33,2190,5,6,2015,6,3,28,34.70028611,-87.64122778,1,1,0
10293,71,2850,6,6,2015,7,19,32,34.88746944,-85.85918889,1,1,0
10298,69,930,11,6,2015,5,15,57,31.27593056,-85.45453611,10,1,0
10300,101,2130,14,6,2015,1,2,55,32.32671111,-86.33138333,1,1,0
10301,97,2713,12,6,2015,6,1,15,30.89518056,-88.11371944,10,1,1
10303,13,1460,14,6,2015,1,2,23,31.82324444,-86.63178889,1,1,2
10304,97,2100,6,6,2015,7,20,30,30.60804722,-88.14563056,10,1,1
10308,73,350,14,6,2015,1,4,21,33.57873611,-86.71105556,1,2,0
10310,125,3050,20,6,2015,7,8,15,33.23051389,-87.50806667,10,1,0
10311,73,330,21,6,2015,1,2,3,33.39745833,-86.94592222,10,1,1
10312,29,1620,20,6,2015,7,2,15,33.65770278,-85.51803056,1,1,1
10313,95,400,23,6,2015,3,14,52,34.22945833,-86.11441111,1,1,1
10314,43,830,14,6,2015,1,17,33,34.20768611,-86.88051944,1,1,1
10324,63,1070,21,6,2015,1,18,51,32.83172778,-87.88100833,1,1,0
10329,15,100,26,6,2015,6,5,38,33.62571667,-85.91920278,1,1,0
10331,59,2690,26,6,2015,6,21,3,34.50978889,-87.71746111,10,1,0
10332,71,2850,25,6,2015,5,6,1,34.82531944,-85.84085833,5,1,0
10343,97,2100,2,7,2015,5,13,40,30.66173611,-88.05686389,1,1,0
10344,73,1716,1,7,2015,4,17,25,33.38652778,-86.78304444,1,1,0
10346,55,1280,2,5,2015,7,0,22,34.01663611,-86.01120833,1,1,1
10350,89,1730,22,6,2015,2,22,27,34.74958056,-86.63308889,1,1,0
10357,101,2130,7,7,2015,3,22,18,32.32656111,-86.31230278,1,1,0
10358,99,1240,2,7,2015,5,21,43,31.45066111,-87.37621111,1,2,0
10359,77,1865,7,7,2015,3,14,8,34.97008889,-87.37729444,1,1,0
10360,117,2405,8,7,2015,4,6,35,33.2886,-86.76373333,1,2,0
10362,101,2130,28,7,2015,3,3,12,32.32817778,-86.33501667,1,1,1
10363,117,47,28,7,2015,3,23,5,33.23941389,-86.80274167,1,1,0
10364,73,1110,29,7,2015,4,5,21,33.48886667,-86.91803333,1,1,0
10365,83,170,29,7,2015,4,21,49,34.81004167,-86.94252222,1,1,0
10367,97,2550,23,7,2015,5,13,58,30.79723889,-88.15143889,1,1,1
10368,125,3050,25,7,2015,7,0,10,33.20943889,-87.56973611,1,1,1
10370,73,3125,28,7,2015,3,9,10,33.42816389,-86.79049722,10,1,0
10373,15,100,19,7,2015,1,8,10,33.61514167,-85.76897222,10,1,0
10376,73,1716,1,7,2015,4,7,16,33.38422778,-86.80725,5,1,0
10380,31,1030,1,7,2015,4,0,55,31.36060278,-85.858325,1,1,0
10389,73,350,14,6,2015,1,1,15,33.50545556,-86.84618611,1,1,0
10391,127,1780,11,7,2015,7,12,35,33.795175,-87.23925278,1,1,0
10393,73,350,17,7,2015,6,10,50,33.51315556,-86.89942222,1,1,0
10399,113,2440,19,7,2015,1,19,30,32.48848889,-84.99760556,1,1,0
10402,101,2130,25,7,2015,7,6,30,32.31933056,-86.20178611,1,1,0
10405,97,807,6,7,2015,2,20,40,30.88503056,-88.04110833,1,1,0
10410,39,2350,1,8,2015,7,12,20,31.30744167,-86.24598333,1,1,0
10413,73,350,26,7,2015,1,2,15,33.49925,-86.86685833,1,1,0
10416,95,1500,7,8,2015,6,17,30,34.39347778,-86.27450556,1,1,0
10419,71,2850,7,8,2015,6,10,54,34.86875556,-85.81436667,1,2,0
10426,69,930,4,8,2015,3,14,24,31.19299444,-85.37962778,1,1,0
10429,117,350,5,8,2015,4,5,35,33.42797778,-86.70725278,1,1,0
10432,97,2100,12,8,2015,4,17,55,30.69178333,-88.16156389,1,1,0
10433,73,350,13,8,2015,5,1,20,33.51111389,-86.82348611,1,1,0
10435,19,630,14,8,2015,6,15,0,34.18810556,-85.63244167,1,1,1
10439,73,20,5,7,2015,1,1,34,33.544375,-86.92569444,10,1,1
10449,123,840,14,8,2015,6,22,41,32.812775,-85.78398056,1,1,0
10452,73,350,2,8,2015,1,4,16,33.51014167,-86.86953333,1,1,1
10453,71,2850,14,8,2015,6,7,27,34.82614167,-85.84038056,1,1,1
10457,101,2130,24,8,2015,2,13,3,32.29776111,-86.33868611,10,1,0
10459,125,3050,22,8,2015,7,2,22,33.26021111,-87.53336667,10,1,1
10461,21,1790,12,8,2015,4,23,28,32.94123889,-86.73683333,1,1,0
10463,81,2812,13,8,2015,5,9,21,32.54768333,-85.10202222,1,1,1
10464,125,2260,5,8,2015,4,14,19,33.29833056,-87.59918333,1,1,0
10465,109,3040,23,8,2015,1,20,54,31.81560556,-85.96984444,1,1,0
10466,101,2130,24,8,2015,2,12,40,32.27793333,-86.30704444,10,1,0
10469,33,660,26,7,2015,1,15,45,34.75413889,-87.97131667,1,1,0
10470,19,610,14,8,2015,6,13,9,34.22065556,-85.59025556,10,1,0
10477,133,1953,31,8,2015,2,10,30,34.05227778,-87.54701667,10,1,0
10478,71,2720,3,9,2015,5,12,52,34.62778889,-86.05103611,1,1,0
10480,73,350,8,8,2015,7,19,27,33.51985278,-86.85704722,1,1,0
10482,73,350,6,9,2015,1,11,49,33.5211,-86.84784444,1,1,0
10483,77,1200,1,8,2015,7,15,39,34.82931389,-87.66733611,1,1,0
10485,131,540,29,8,2015,7,21,15,31.98090278,-87.21265,10,1,1
10489,73,350,4,9,2015,6,21,13,33.54090556,-86.81627778,1,1,0
10494,73,350,7,9,2015,2,15,45,33.53893889,-86.86906667,1,1,0
10496,97,670,19,8,2015,4,22,2,30.78199444,-88.09885,1,1,0
10498,69,930,28,8,2015,6,22,35,31.26866389,-85.44585278,1,1,0
10499,43,830,29,8,2015,7,18,18,34.18858333,-86.82737778,2,1,0
10500,113,2440,3,9,2015,5,20,26,32.45874722,-85.08882222,1,1,0
10501,97,2100,5,9,2015,7,1,7,30.67998611,-88.07411111,10,1,1
10505,129,2090,10,9,2015,5,9,57,31.60698056,-88.33253611,1,1,0
10506,103,890,10,9,2015,5,17,12,34.49216389,-86.96534722,1,1,1
10507,101,2130,13,9,2015,1,23,5,32.30544722,-86.40833056,1,1,1
10509,113,2440,13,9,2015,1,3,49,32.50234722,-85.00952222,1,1,0
10511,97,2550,14,9,2015,2,0,47,30.760275,-88.15331389,1,1,1
10514,117,530,14,9,2015,2,1,18,33.16858056,-86.69533333,1,1,0
10515,89,1730,16,9,2015,4,19,0,34.66584722,-86.77598056,10,1,0
10517,125,3050,19,9,2015,7,0,44,33.174225,-87.55517222,1,1,1
10518,73,1440,4,8,2015,3,23,2,33.64369722,-86.97374444,1,1,0
10519,77,2832,3,7,2015,6,21,28,34.87323333,-87.60404167,1,2,1
10521,53,470,18,8,2015,3,14,49,31.09681111,-87.082125,1,1,0
10522,77,1200,31,8,2015,2,12,0,34.84385833,-87.66106944,1,1,0
10526,63,1070,19,9,2015,7,21,45,32.84420833,-87.89558611,1,1,0
10530,125,3050,18,9,2015,6,1,15,33.222925,-87.53211389,1,1,1
10531,97,3278,20,9,2015,1,22,10,30.8135,-88.36096944,1,1,0
10537,73,350,24,9,2015,5,14,40,33.52110278,-86.84503056,1,1,0
10540,117,1716,4,9,2015,6,23,24,33.28007778,-86.89893333,1,1,1
10544,15,100,14,9,2015,2,18,38,33.63628056,-85.82541667,1,1,0
10547,97,2100,23,9,2015,4,19,15,30.64865833,-88.16042222,1,1,0
10548,73,350,24,9,2015,5,11,9,33.54351111,-86.76575556,1,1,0
10552,41,1950,26,9,2015,7,20,5,31.69662222,-86.26620833,1,1,0
10555,39,2350,30,9,2015,4,19,12,31.27591944,-86.279625,1,1,0
10556,3,1493,1,10,2015,5,13,50,30.27928333,-87.66872778,1,1,0
10558,101,2130,2,10,2015,6,8,53,32.33771389,-86.26100278,2,1,0
10559,89,1730,2,10,2015,6,22,30,34.73721389,-86.58598056,10,1,0
10562,73,350,4,10,2015,1,14,25,33.47675,-86.86969444,1,1,0
10564,73,350,8,10,2015,5,19,50,33.67101389,-86.68320278,10,1,0
10565,73,350,9,10,2015,6,22,14,33.54058056,-86.87094722,2,1,0
10566,71,2720,9,10,2015,6,11,40,34.71501667,-86.02821111,1,1,0
10567,117,530,9,10,2015,6,17,24,33.11495278,-86.78328056,1,1,0
10568,117,2405,10,10,2015,7,3,54,33.32760278,-86.78229444,2,1,0
10569,73,350,10,10,2015,7,3,30,33.57072222,-86.75655556,10,1,0
10570,125,3050,11,10,2015,1,0,58,33.15509167,-87.52488056,1,1,1
10576,101,2130,21,10,2015,4,4,0,32.36799722,-86.29971111,1,1,1
10577,73,350,18,10,2015,1,16,53,33.47543056,-86.87436944,1,1,0
10578,73,350,16,10,2015,6,20,50,33.54599444,-86.815575,1,1,0
10583,39,2350,21,10,2015,4,7,10,31.25424444,-86.28699167,1,1,0
10584,97,2550,25,10,2015,1,20,30,30.72959722,-88.08598333,1,1,0
10585,89,1730,26,10,2015,2,5,47,34.73094167,-86.574475,2,1,0
10588,71,1690,27,10,2015,3,21,0,34.71025,-85.97109722,2,1,0
10590,97,2100,30,10,2015,6,23,5,30.725225,-88.06959167,10,1,0
10592,113,2440,31,10,2015,7,2,22,32.46871111,-85.10393611,1,1,1
10595,73,1270,4,11,2015,4,11,45,33.59909444,-86.79931111,10,1,0
10596,73,330,12,11,2015,5,12,48,33.33316667,-86.98207222,1,1,0
10597,43,830,9,11,2015,2,18,15,34.19544444,-86.86799167,2,1,0
10598,73,1710,9,11,2015,2,9,10,33.43235,-86.840775,10,1,0
10599,45,2380,9,11,2015,2,17,20,31.47219167,-85.65845556,2,1,0
10604,117,47,19,11,2015,5,17,12,33.21435,-86.78795278,1,1,0
10606,89,1730,22,11,2015,1,22,15,34.69824167,-86.61802222,1,1,0
10607,3,1210,10,11,2015,3,19,30,30.45072222,-87.66615833,1,1,0
10609,115,2410,8,10,2015,5,19,38,33.61667778,-86.25313889,1,1,0
10610,103,890,8,10,2015,5,8,24,34.54958889,-86.94064722,1,1,1
10612,113,2440,11,10,2015,1,15,47,32.48992222,-85.03072778,1,1,0
10614,51,3270,17,10,2015,7,5,36,32.55229444,-86.18315,1,1,1
10615,55,1280,17,10,2015,7,23,51,34.01503611,-86.00018056,1,1,0
10626,33,2190,4,11,2015,4,20,7,34.74459167,-87.65674444,1,1,0
10627,73,330,6,11,2015,6,13,55,33.41503056,-86.9388,1,1,0
10629,97,2100,7,11,2015,7,17,50,30.69184167,-88.06217222,2,1,0
10630,25,1760,8,11,2015,1,2,8,31.52877222,-87.89223056,2,1,1
10631,7,620,12,11,2015,5,14,57,32.95847778,-87.14749722,1,1,0
10636,95,1430,15,11,2015,1,10,3,34.51198333,-86.260325,1,1,1
10638,71,2720,28,11,2015,7,18,28,34.59913056,-86.065575,1,1,0
10641,5,1050,20,11,2015,6,21,8,31.87639167,-85.24622778,1,1,0
10643,3,1120,20,11,2015,6,0,58,30.51916111,-87.91388333,1,1,1
10647,97,2550,27,11,2015,6,17,42,30.74911389,-88.11390278,1,1,0
10652,81,2340,6,12,2015,1,19,39,32.71009722,-85.30756389,1,1,0
10655,51,3270,18,11,2015,4,15,37,32.48815278,-86.20971944,2,1,0
10658,73,350,1,12,2015,3,19,47,33.48817222,-86.88777778,2,1,0
10661,73,350,4,12,2015,6,17,39,33.507825,-86.8247,1,1,0
10662,97,2100,5,12,2015,7,18,10,30.71065556,-88.09281389,1,1,0
10664,3,2890,5,12,2015,7,17,20,30.48675278,-87.70835556,1,1,0
10669,101,2130,9,12,2015,4,6,8,32.36864167,-86.28384444,1,1,0
10670,73,350,10,12,2015,5,22,47,33.42656111,-86.70551667,1,1,0
10673,73,1716,9,12,2015,4,0,53,33.38043333,-86.81579167,1,1,1
10674,73,330,19,12,2015,7,23,42,33.38782778,-86.98707222,1,1,0
10675,101,2130,9,12,2015,4,17,22,32.30571667,-86.40632222,1,1,0
10676,123,60,13,12,2015,1,10,24,32.92732778,-85.90738889,10,1,0
10679,73,330,17,12,2015,5,10,0,33.39771111,-87.04559722,10,1,0
10680,51,3270,16,12,2015,4,13,15,32.49594444,-86.215525,2,1,0
10694,73,350,21,12,2015,2,16,20,33.60813333,-86.70830833,2,1,0
10695,49,1632,22,12,2015,3,17,55,34.60711944,-85.72939167,5,1,0
10696,97,2100,23,12,2015,4,3,10,30.70858889,-88.20665278,2,1,1
10697,73,350,23,12,2015,4,10,22,33.45938333,-86.88507778,1,1,0
10700,119,1920,3,10,2015,7,6,48,32.56511667,-88.19975556,10,1,1
10701,31,1030,16,12,2015,4,7,40,31.30448889,-85.81487778,10,3,0
10702,89,1730,17,12,2015,5,21,53,34.65942222,-86.4833,1,1,0
10703,73,3125,19,12,2015,7,11,8,33.44533889,-86.79119722,1,1,0
10705,97,2175,27,12,2015,1,12,46,31.09479167,-88.03418889,10,1,0
10707,61,1340,29,12,2015,3,7,24,31.07761667,-85.88289722,10,1,0
10713,89,1730,2,9,2015,4,10,0,34.71420833,-86.64348611,10,1,0
10724,71,2720,26,10,2015,2,13,50,34.62593056,-86.01226667,2,1,0
10736,93,1540,8,10,2015,5,6,17,34.14089444,-87.98901111,1,1,0
10750,55,1280,28,10,2015,4,16,4,34.00601944,-86.00098889,1,1,0
10753,109,510,11,11,2015,4,18,16,31.72035833,-85.83107222,10,1,0
10766,17,1820,25,12,2015,6,20,0,32.89868611,-85.40932222,1,1,0
10767,83,170,13,10,2015,3,15,57,34.77699444,-86.91676111,10,1,0
10768,83,170,7,11,2015,7,21,58,34.76329722,-86.93436667,1,1,1
10769,83,170,6,9,2015,1,20,30,34.73156667,-86.95717222,1,1,0
10770,83,170,11,8,2015,3,12,55,34.73114444,-86.95717222,1,1,0
10771,53,470,2,12,2015,4,8,0,31.07761944,-87.12002222,10,1,0
20001,170,2790,5,2,2015,5,0,22,61.54298611,-149.55214722,1,1,1
20002,20,130,9,1,2015,6,20,1,61.21169444,-149.73346389,1,1,0
20003,20,130,21,1,2015,4,2,22,61.190625,-149.77281944,1,1,0
20004,90,770,7,2,2015,7,0,33,64.76810833,-147.41143333,1,1,1
20005,20,130,4,3,2015,4,13,34,61.19340556,-149.86786667,10,1,0
20006,170,2000,12,3,2015,5,18,6,61.48637222,-149.24724444,1,1,0
20008,20,130,27,3,2015,6,10,38,61.19478889,-149.8829,1,1,0
20009,20,130,3,4,2015,6,16,35,61.45258611,-149.37105278,1,2,0
20012,170,2790,19,4,2015,1,17,1,61.48190833,-149.70862222,10,1,1
20013,20,130,19,4,2015,1,4,30,61.19558056,-149.79368333,2,1,1
20014,170,2790,3,5,2015,1,14,28,61.60461389,-149.35111111,1,1,1
20015,20,130,9,5,2015,7,18,27,61.25916944,-149.64627778,10,1,0
20016,170,2000,16,5,2015,7,14,54,61.55133889,-149.19703611,1,1,0
20017,16,2710,5,4,2015,1,14,3,53.87790833,-166.54955556,1,1,1
20018,50,2725,2,5,2015,7,14,45,61.536425,-160.33892222,1,1,1
20019,20,130,27,5,2015,4,20,17,61.36143889,-149.51864722,1,1,1
20020,290,2520,26,4,2015,1,21,12,65.17655833,-152.01261667,1,1,1
20021,20,130,29,5,2015,6,14,41,61.17650833,-149.94040833,1,1,0
20022,170,2640,23,5,2015,7,8,30,62.28430556,-150.24906111,10,1,0
20023,90,770,11,6,2015,5,1,31,64.82381111,-147.92798889,1,1,1
20024,90,770,13,6,2015,7,23,14,64.76969722,-147.29011944,1,1,1
20025,20,130,19,6,2015,6,23,30,61.18970833,-149.73338056,10,1,0
20026,122,120,17,6,2015,4,16,2,59.89885,-151.76178611,1,1,0
20027,20,850,3,7,2015,6,19,8,60.94176389,-149.21556389,1,1,1
20028,20,130,3,7,2015,6,1,4,61.18076389,-149.91341944,1,1,1
20029,20,2168,6,7,2015,2,17,11,60.78573333,-148.83972222,10,1,0
20030,201,1313,20,6,2015,7,5,14,55.61724167,-132.93291944,10,1,0
20031,170,2000,24,7,2015,6,22,55,61.55173056,-149.20260278,1,2,0
20032,60,1700,25,7,2015,7,4,16,58.73788611,-156.87873333,10,1,0
20033,20,130,31,7,2015,6,1,38,61.22420556,-149.80293889,1,1,0
20034,90,770,25,7,2015,7,21,26,64.84675,-147.70045556,1,1,0
20035,20,850,31,7,2015,6,12,18,60.82176389,-148.97600278,1,1,0
20036,122,2407,5,8,2015,4,13,59,60.51948333,-151.08141111,1,2,0
20037,90,770,12,8,2015,4,2,22,64.79869444,-147.54743333,5,1,0
20038,122,480,23,7,2015,5,14,34,60.49232778,-149.75168611,10,1,0
20039,270,70,11,8,2015,3,21,20,62.68430278,-164.65311389,1,1,1
20040,122,1815,29,8,2015,7,15,3,60.64811389,-151.35604722,1,1,0
20041,20,130,6,9,2015,1,0,9,61.40893056,-149.44500278,10,1,1
20042,20,130,21,9,2015,2,21,33,61.21745278,-149.85128333,1,1,0
20043,20,130,2,10,2015,6,23,25,61.21066667,-149.87105,2,1,0
20044,20,130,29,9,2015,3,14,29,61.15941944,-149.93685278,12,1,0
20045,90,470,4,10,2015,1,18,25,64.89119167,-147.755775,10,1,1
20046,90,770,8,7,2015,4,0,40,64.83726667,-147.72564167,1,1,1
20047,240,2630,9,9,2015,4,5,51,63.37423611,-143.55269444,10,1,0
20049,20,130,11,10,2015,1,0,4,61.14022222,-149.90802222,1,1,1
